School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2022-2023,IDAHO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,335,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,IDAHO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1029,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,IDAHO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1023,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,IDAHO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6739,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,IDAHO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6639,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,IDAHO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,17676,,,Chronically Absent Students,White,Female,,,,
2022-2023,IDAHO,,,,,814,Chronic absenteeism--Students absent 10% or more school days,17946,,,Chronically Absent Students,White,Male,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,818,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,882,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,9241,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,9606,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,283,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,254,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,66195,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,67205,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,87367,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,89863,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,11266,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,11312,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,86220,,,Chronically Absent Students,White,Female,,,,
2022-2023,ILLINOIS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,87769,,,Chronically Absent Students,White,Male,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,311,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,270,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2105,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2252,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,155,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,167,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,26179,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,25686,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,21340,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,20749,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8632,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8362,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,64011,,,Chronically Absent Students,White,Female,,,,
2022-2023,INDIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,61395,,,Chronically Absent Students,White,Male,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,385,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,331,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1010,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1021,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,896,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,892,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7700,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7825,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,10851,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,10789,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4188,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4048,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,34984,,,Chronically Absent Students,White,Female,,,,
2022-2023,IOWA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,33673,,,Chronically Absent Students,White,Male,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,559,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,589,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1040,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1134,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,193,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,249,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6082,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6060,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,15068,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,15378,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4435,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4303,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,28716,,,Chronically Absent Students,White,Female,,,,
2022-2023,KANSAS,,,,,814,Chronic absenteeism--Students absent 10% or more school days,28183,,,Chronically Absent Students,White,Male,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,148,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,127,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,771,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,908,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,147,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,133,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,10847,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,11222,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8286,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,8342,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4631,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,4561,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,62688,,,Chronically Absent Students,White,Female,,,,
2022-2023,KENTUCKY,,,,,814,Chronic absenteeism--Students absent 10% or more school days,64715,,,Chronically Absent Students,White,Male,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,531,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,524,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,414,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,473,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,56,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,51,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,35048,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,36720,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,6941,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,7380,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2762,,,Chronically Absent Students,Two or more races,Female,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,2711,,,Chronically Absent Students,Two or more races,Male,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,25670,,,Chronically Absent Students,White,Female,,,,
2022-2023,LOUISIANA,,,,,814,Chronic absenteeism--Students absent 10% or more school days,26054,,,Chronically Absent Students,White,Male,,,,
2022-2023,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,221,,,Chronically Absent Students,American Indian or Alaska Native,Female,,,,
2022-2023,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,252,,,Chronically Absent Students,American Indian or Alaska Native,Male,,,,
2022-2023,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,288,,,Chronically Absent Students,Asian,Female,,,,
2022-2023,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,249,,,Chronically Absent Students,Asian,Male,,,,
2022-2023,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,17,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Female,,,,
2022-2023,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,34,,,Chronically Absent Students,Native Hawaiian or Other Pacific Islander,Male,,,,
2022-2023,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1094,,,Chronically Absent Students,Black or African American,Female,,,,
2022-2023,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1034,,,Chronically Absent Students,Black or African American,Male,,,,
2022-2023,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1014,,,Chronically Absent Students,Hispanic/Latino,Female,,,,
2022-2023,MAINE,,,,,814,Chronic absenteeism--Students absent 10% or more school days,1043,,,Chronically Absent Students,Hispanic/Latino,Male,,,,
